id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
21999656,Newly remodeled Home Amazing View Free Parking,39041682,Kevin (Or Jose),,Visitacion Valley,37.72229,-122.40615,Private room,429,3,40,11/1/2021,16.44,2,30,12,STR-0000676
22001836,Captain's Studio! (Neb Hill),158369175,Ejlam,,Marina,37.80152,-122.42526,Private room,82,30,2,10/31/2019,0.07,7,180,0,
22003066,RENOVATED SUNNY HIGH END SOMA DUPLEX NEAR MOSCONE,127422643,Bill,,South of Market,37.77594,-122.40638,Entire home/apt,505,3,63,11/1/2021,1.41,2,296,22,STR-0002792
22011446,San Francisco (1 bedroom condo)(Union Square),100238132,Michael,,Nob Hill,37.79013,-122.41318,Entire home/apt,222,3,49,2/27/2020,1.74,21,230,0,1005540
22015376,Huge 2BD/2BA Apartment in Heart of The Castro,107400974,Todd,,Castro/Upper Market,37.76035,-122.43505,Entire home/apt,269,5,6,6/17/2018,0.15,2,82,0,pending
22016717,Elegant Tudor Style 1x1 in  Mission/Dolores,4430421,Landmark,,Mission,37.75428,-122.42457,Entire home/apt,118,30,2,8/16/2019,0.06,144,168,0,
22030945,BARTLETT QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78769,-122.40828,Private room,112,1,46,10/12/2021,2.08,54,27,32,License not needed per OSTR
22031463,BARTLETT QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78533,-122.40958,Private room,112,1,44,10/3/2021,2.04,54,61,29,License not needed per OSTR
22032410,Ocean Beach Vista,91333416,Jan,,Outer Richmond,37.77494,-122.50949,Entire home/apt,110,30,2,7/31/2021,0.41,21,303,2,
22032438,Civic Center Vista,91333416,Jan,,Western Addition,37.77566,-122.43099,Entire home/apt,115,30,2,1/27/2021,0.1,21,301,1,
22032808,Pacific Studio South,91333416,Jan,,Pacific Heights,37.79062,-122.43428,Entire home/apt,90,30,1,6/15/2019,0.03,21,336,0,
22032836,Pacific Studio North,91333416,Jan,,Pacific Heights,37.79183,-122.43624,Entire home/apt,90,30,0,,,21,309,0,
22047367,Bright/Remodeled Downtown Studio!,4430421,Landmark,,Downtown/Civic Center,37.78612,-122.41649,Entire home/apt,85,30,1,8/14/2019,0.04,144,170,0,
22048292,Light-Filled Spacious Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78574,-122.41157,Entire home/apt,81,30,5,5/15/2021,0.22,144,74,1,
22061342,Modern 3 bedroom flat on prime block,2910117,Prakash,,Bernal Heights,37.74362,-122.42229,Entire home/apt,200,31,0,,,1,0,0,
22066724,"Fortress: 3bd/2.5ba+Gym, Office, Rooftop, Theater",274619,Tory,,Mission,37.76853,-122.42484,Entire home/apt,375,21,8,7/5/2021,2.53,3,0,4,STR-0004984
22067613,1 BR in SF,27142405,Willow,,Pacific Heights,37.7896,-122.44309,Private room,225,30,0,,,1,0,0,
22068547,Quiet getaway: 12 min to Downtown SF/3 min to UCSF,33005301,Sheldon,,Inner Sunset,37.76414,-122.4541,Private room,78,30,0,,,1,0,0,
22080836,Well-appointed garden studio near UCSF & GG Park,12780516,Wendy,,Inner Sunset,37.75759,-122.46664,Entire home/apt,60,30,15,9/10/2021,0.41,1,246,6,
22104756,Spacious and Comfy 1 BR in Russian Hill,150732464,Salman,,Nob Hill,37.79577,-122.41718,Entire home/apt,79,30,11,7/31/2021,0.25,7,220,4,304355
22110217,★ Sparkling Clean San Francisco Hideout ★,7772037,Leila,,Bayview,37.73307,-122.38714,Entire home/apt,158,2,185,10/24/2021,4.32,1,182,30,STR-0003249
22171639,Bright & Lovely Garden-side Bedroom,158369175,Ejlam,,Russian Hill,37.80335,-122.42327,Private room,99,30,1,11/15/2018,0.03,7,121,0,
22189205,Gorgeous Cottage with deck & garden in Cole Valley,7636990,Greg & Nathalie,,Haight Ashbury,37.76647,-122.44872,Entire home/apt,200,30,4,1/7/2021,0.12,2,69,1,
22190418,Master upstairs sunny queen room Mission Terrace,9109983,Geoffrey,,Outer Mission,37.72366,-122.43981,Private room,80,7,52,10/3/2021,1.11,4,325,5,STR-0004182
22191252,Urban OASIS w/ Calming Fountains (Optional Cats!),162097421,Emily,,Mission,37.74963,-122.41535,Entire home/apt,600,7,1,8/3/2018,0.03,1,139,0,STR-0004589
22193833,Beautiful Victorian flat in Cole Valey,7636990,Greg & Nathalie,,Haight Ashbury,37.76661,-122.44775,Entire home/apt,350,30,7,8/31/2021,0.17,2,118,3,
22207774,San Francisco (1 bedroom condo)(Union Square),100238132,Michael,,Downtown/Civic Center,37.78815,-122.41368,Entire home/apt,222,3,40,2/28/2020,0.95,21,242,0,1005540
22208070,San Francisco (1 bedroom condo)(Union Square),100238132,Michael,,Downtown/Civic Center,37.78862,-122.41378,Entire home/apt,222,3,52,10/9/2021,1.77,21,242,1,1005540
22208187,UNION SQUARE-Canterbury Resort-1 bedroom condo,100238132,Michael,,Nob Hill,37.78975,-122.41392,Entire home/apt,222,3,41,12/5/2019,1.24,21,242,0,1005540
22214202,Hip Minimalist Suite w/ Private Entrance & Bath,16440250,Tiffany,,Bernal Heights,37.74624,-122.41637,Entire home/apt,124,1,274,10/28/2021,7.32,1,39,60,STR-0002849
22217311,Relax in this Spacious Home+Yard+Garden+Laundry,162344725,Geri,,West of Twin Peaks,37.72963,-122.45615,Entire home/apt,555,3,22,6/16/2019,0.49,1,60,0,STR-0004779
22229654,"Private, Lovely Minimalist Home near GGP and Ocean",148590346,Ellen,,Outer Sunset,37.75771,-122.50032,Entire home/apt,151,1,206,11/1/2021,4.74,1,158,41,STR-0002804
22245431,Newly Renovated Home in the heart of Potrero Hill,13613187,Rose,,Potrero Hill,37.75432,-122.40088,Entire home/apt,199,3,50,9/26/2021,1.81,1,6,10,STR-0004406
22263518,Incredible Views in A Great Location,1892430,Jan,,Haight Ashbury,37.76966,-122.43746,Entire home/apt,160,30,1,1/7/2019,0.03,29,190,0,
22265031,Economical Studio near UCSF,1892430,Jan,,Inner Sunset,37.76411,-122.4618,Entire home/apt,90,30,1,2/12/2018,0.02,29,337,0,
22277766,SF Artist Studio Home,5822506,Kelly + Ivan,,Excelsior,37.71603,-122.43722,Entire home/apt,195,30,11,9/28/2018,0.26,1,179,0,City registration pending
22296755,Classic 2 Bedroom San Francisco Apartment,6076978,Jeff,,Western Addition,37.78866,-122.42952,Entire home/apt,350,3,2,11/22/2019,0.08,2,77,0,STR-0004422
22328157,Castro / Corona Heights Charmer with a View (2 bd),163243187,Bryan,,Castro/Upper Market,37.76221,-122.44159,Entire home/apt,349,3,40,9/27/2021,0.97,2,110,9,STR-0003000
22340219,"Charming, Spacious Bedroom/Bath in Pacific Heights",163339428,Jenny,,Pacific Heights,37.79252,-122.42294,Private room,350,2,146,11/20/2020,3.27,3,85,1,STR-0002626
22355943,The Cellar,74052669,Carlos,,Russian Hill,37.79752,-122.41215,Entire home/apt,70,30,5,2/2/2021,0.12,1,317,1,
22373160,Sweet Cottage on A Garden,1892430,Jan,,Haight Ashbury,37.76674,-122.44563,Entire home/apt,90,30,13,8/31/2021,0.37,29,307,2,
22373631,Economical and Convenient,1892430,Jan,,Western Addition,37.77473,-122.43182,Entire home/apt,140,30,0,,,29,300,0,
22375226,"Gorgeous, quiet Edwardian house in HEART of Castro",2253513,Scott,,Castro/Upper Market,37.76091,-122.43486,Entire home/apt,442,3,54,10/11/2021,1.25,2,0,13,STR-0003316
22378695,Russian Hill gem,163643989,Vivien,,Russian Hill,37.80166,-122.42197,Entire home/apt,295,30,20,3/16/2018,0.43,1,365,0,City registration pending
22388131,Well appointed private cottage with full kitchen,111595419,Stan,,Bayview,37.73616,-122.39273,Entire home/apt,103,30,20,4/21/2018,0.44,1,0,0,BAN - 1080454
22396454,Condo in Hayes Valley w Private Balcony,1257432,Rebecca,,Downtown/Civic Center,37.77512,-122.42004,Entire home/apt,114,30,5,10/28/2021,0.11,23,290,2,
22396902,"Charming Room, ""The Library"" in Duboce Triangle",72308207,Stephen,,Castro/Upper Market,37.76914,-122.43343,Private room,78,3,187,11/1/2021,4.24,1,117,27,STR-0002476
22402266,Sunny Flat by Ocean Beach w/Free Prkg & Laundry!,80517551,Lily And Jacob,,Outer Sunset,37.74756,-122.48892,Entire home/apt,115,30,27,7/9/2021,0.6,1,61,4,STR2015-015306
22403752,MODERN NEW LARGE GARDEN STUDIO by Presidio GG PARK,163722561,Ann,,Inner Richmond,37.78326,-122.47171,Entire home/apt,96,30,7,7/16/2021,0.17,3,342,2,
22410367,One bedroom apt by Alamo Square. F3,374909,Eric,,Western Addition,37.77494,-122.43224,Entire home/apt,90,30,9,9/27/2021,0.31,13,334,1,
22410401,Lumber Inspired Grand Bedroom! (Russian Hill),158369175,Ejlam,,Marina,37.80122,-122.42536,Private room,99,30,1,7/11/2018,0.02,7,49,0,
22430481,Sparkling Sunset Oasis--Beach/Park/WIFI/Clean!,55550031,Molly,,Outer Sunset,37.75841,-122.49703,Entire home/apt,159,7,101,8/6/2021,2.45,3,52,19,STR-0004906
22435235,Castro 4bd/2ba flat all yours,102598592,Luke,,Castro/Upper Market,37.7657,-122.43372,Entire home/apt,485,30,0,,,1,0,0,City registration pending
22453044,Charming Remodeled Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78559,-122.41654,Entire home/apt,83,30,0,,,144,168,0,
22468877,Charming One Bedroom in Noe Valley,1892430,Jan,,Noe Valley,37.74976,-122.42885,Entire home/apt,105,30,0,,,29,348,0,
22469468,Cozy Private Guest Suite w/ Full Bath & Deck in SF,10267172,Cédric & Jun,,Visitacion Valley,37.72354,-122.40393,Private room,77,2,212,10/24/2021,4.73,4,57,35,STR-0003030
22473319,Private Studio Condo Near JP Morgan Healthcare Con,32651183,Christian,,Downtown/Civic Center,37.78942,-122.40805,Entire home/apt,375,280,1,1/11/2018,0.02,7,179,0,365894
22481779,LAST MINUTE Private Studio Unit Near JP Morgan Con,32651183,Christian,,Chinatown,37.79144,-122.40654,Entire home/apt,450,280,0,,,7,90,0,365894
22481780,LAST MINUTE Private Studio Unit Near JP Morgan Con,32651183,Christian,,Financial District,37.78966,-122.406,Entire home/apt,450,280,0,,,7,90,0,365894
22481782,LAST MINUTE Private Studio Unit Near JP Morgan Con,32651183,Christian,,Chinatown,37.79154,-122.40766,Entire home/apt,450,280,0,,,7,180,0,365894
22481783,Private Studio Condo Near JP Morgan Healthcare Con,32651183,Christian,,Chinatown,37.79146,-122.40792,Entire home/apt,450,280,0,,,7,178,0,365894
22481784,Private Studio Condo Near JP Morgan Healthcare Con,32651183,Christian,,Chinatown,37.79107,-122.40597,Entire home/apt,450,280,0,,,7,178,0,365894
22481785,Private Studio Condo Near JP Morgan Healthcare Con,32651183,Christian,,Downtown/Civic Center,37.78959,-122.40792,Entire home/apt,375,280,1,1/11/2018,0.02,7,178,0,365894
22483206,Modern 2 bdrm in SF Castro with sweeping views,84011857,Preston,,Castro/Upper Market,37.75807,-122.44195,Entire home/apt,385,3,4,10/18/2021,0.09,2,348,3,City Registration Pending
22495406,"Share our home: walking, transit, shopping, food",3138116,Jay & Kevin,,Castro/Upper Market,37.76393,-122.42817,Private room,109,6,25,11/1/2021,0.58,2,39,5,STR-0003561
22507343,Fabulous 3 bed flat for long stays,1272604,David,,Castro/Upper Market,37.75923,-122.44279,Entire home/apt,400,120,0,,,2,305,0,
22507454,"Large, Bright 2 Bedroom Apartment!",150732464,Salman,,Nob Hill,37.79574,-122.41739,Entire home/apt,95,30,3,9/7/2021,0.07,7,332,2,
22508234,"Bright, large & stylish 3 Bed with deck, yard, pkg",1272604,David,,Castro/Upper Market,37.75932,-122.44298,Entire home/apt,400,120,0,,,2,305,0,
22512581,Hayes Valley Haven - sunny with private entrance,152997097,James And Kim,,Western Addition,37.77296,-122.42525,Private room,116,2,94,10/18/2021,2.89,2,132,22,STR-0003654
22525784,Large upstairs sunny queen room in Mission Terrace,9109983,Geoffrey,,Outer Mission,37.72275,-122.43947,Private room,75,6,44,9/5/2021,1.16,4,329,5,STR-0004182
22532009,Twin peaks - JJ's Homes,158469625,Jinza,,Twin Peaks,37.75204,-122.45008,Entire home/apt,302,3,155,9/30/2021,3.61,1,229,25,STR-0003268
22546291,PRIVATE BEDROOM WITH SHARED BATHROOM IN HOUSE,99664272,Monita,,Outer Mission,37.7137,-122.44863,Private room,45,30,1,9/22/2018,0.03,4,305,0,
22548614,"Airy private room in quiet home, Castro",165656350,Judy,,Castro/Upper Market,37.75842,-122.43442,Private room,90,1,208,10/28/2021,4.9,1,256,24,City Registration Pending
22550323,Master Suite w/ Gorgeous Ocean Views,7167082,Ahmed,,Outer Richmond,37.77587,-122.5061,Private room,82,90,0,,,1,179,0,
22551762,Cozy Private Master Suite & Bath + Parking,99664272,Monita,,Outer Mission,37.71195,-122.45067,Private room,80,30,0,,,4,303,0,
22551985,Charming Mission Studio w/ Office,4430421,Landmark,,Mission,37.76427,-122.41885,Entire home/apt,90,30,4,7/31/2019,0.09,144,113,0,
22563498,Cozy King Bedroom & Bath in Pacific Heights,163339428,Jenny,,Pacific Heights,37.79214,-122.42524,Private room,350,2,124,2/18/2020,2.83,3,85,0,STR-0002626
22565419,Fantastic location SOMA condo,165836221,Leslie,,South of Market,37.77795,-122.39628,Entire home/apt,145,62,8,4/26/2020,0.24,1,274,0,
22567198,Elegant Private Unit,1892430,Jan,,Marina,37.79839,-122.42864,Entire home/apt,100,30,3,2/24/2019,0.08,29,365,0,
22568473,Witchy Bohemian Victorian guest room in NOPA,224980,Larry And Robin,,Haight Ashbury,37.77557,-122.44239,Private room,111,2,33,11/1/2021,0.71,2,0,15,STR-0004206
22586319,Cozy Guest Suite 1BA/1BR (B),149498560,Jean,,Visitacion Valley,37.71406,-122.40652,Entire home/apt,90,1,278,10/24/2021,6.43,4,79,54,STR-0002248
22597536,Charming/Bright Top Floor Studio w/ Views,4430421,Landmark,,Downtown/Civic Center,37.78428,-122.41592,Entire home/apt,91,30,1,7/1/2019,0.04,144,174,0,
22601496,Awesome private bedroom with private full bathroom,166266082,Jason,,Seacliff,37.77895,-122.50961,Private room,68,30,20,9/28/2021,0.46,4,152,1,City registration pending
22608611,Spacious Room w/ Private Bath + Entry in Safe Area,26932354,Ali,,Noe Valley,37.74929,-122.4253,Private room,81,3,104,10/28/2021,2.57,2,22,33,STR-0002881
22609372,Large One Bedroom on Buena Vista Park,1892430,Jan,,Haight Ashbury,37.76909,-122.4436,Entire home/apt,105,30,5,8/1/2021,0.12,29,298,1,
22615137,PRISTINE Central Hayes Valley CONDO/BUSINESS READY,166447017,Rob,,Western Addition,37.77412,-122.4256,Entire home/apt,131,30,18,3/29/2019,0.4,1,0,0,City registration pending
22626810,Condo with  Balcony in  Hayes Valley,1257432,Rebecca,,Downtown/Civic Center,37.77844,-122.42248,Entire home/apt,114,180,2,12/1/2018,0.05,23,124,0,
22630205,Nob Hill Apt with million dollar views for monthly,1692184,Joe & Katrina,,Nob Hill,37.79591,-122.41053,Entire home/apt,200,30,0,,,3,274,0,
22636987,Large Sunny Bedroom with Bay Windows in Historic Castro Area,1166291,Tim,,Castro/Upper Market,37.75907,-122.43323,Private room,151,3,62,10/29/2021,2.51,2,11,7,STR-0004398
22652071,Well Located and Economical 2 Bedroom,1892430,Jan,,Haight Ashbury,37.76909,-122.4436,Entire home/apt,125,30,2,4/30/2021,0.13,29,252,1,
22653093,Bright Remodeled Studio in Downtown - VIEWS!,4430421,Landmark,,Downtown/Civic Center,37.78497,-122.41447,Entire home/apt,89,30,5,5/18/2020,0.15,144,170,0,
22656065,Remodeled Downtown Studio - Convenience!,4430421,Landmark,,Downtown/Civic Center,37.7847,-122.41648,Entire home/apt,85,30,4,11/2/2019,0.1,144,142,0,
22665446,"Large, sunny 4BR Home in Bernal Heights",2990879,Virginia,,Bernal Heights,37.74191,-122.41428,Entire home/apt,495,4,17,6/25/2021,0.42,1,0,1,
22671938,Double Bed Suite,167051043,Dario,,South of Market,37.7842,-122.39655,Private room,420,1,66,3/6/2020,2.93,1,265,0,City registration pending
22676191,Marina Duplex Great Location!,72920185,Dan,,Marina,37.79964,-122.43397,Private room,53,30,0,,,1,152,0,
22676805,Haight-Ashbury Studio apt#7 Wi-Fi. kitchen .W/D,110078968,Ahmed,,Haight Ashbury,37.77076,-122.44548,Entire home/apt,63,30,10,9/12/2021,0.34,10,289,6,
22690547,Private Bedroom&Bath. Private Entrance. FREE wifi.,140678774,Salma Chantana,,Parkside,37.74608,-122.48276,Private room,129,3,31,3/6/2020,0.71,1,128,0,STR-0002497
22690820,Remodeled Studio w/ Modern Touches & Views!,4430421,Landmark,,Downtown/Civic Center,37.7844,-122.41459,Entire home/apt,88,30,1,9/1/2018,0.03,144,175,0,
22693162,"San Francisco Room at Bliss, Private bath",1258368,Faiz,,Bayview,37.73216,-122.38738,Private room,55,30,11,2/2/2021,0.24,4,44,1,City Registration Pending
22693303,"Sunset Room at Bliss, Shared bath",1258368,Faiz,,Bayview,37.73309,-122.39175,Private room,50,30,11,6/12/2021,0.25,4,71,1,City Registration Pending
22693396,"New York Room at Bliss, Shared bath",1258368,Faiz,,Bayview,37.73063,-122.38668,Private room,48,30,12,7/7/2021,6,4,65,3,City Registration Pending
22694237,Parkside cozy studio w/private bath and entry,131200418,Lois,,Parkside,37.74263,-122.47576,Private room,56,30,0,,,14,89,0,
22702846,Bright Downtown Studio w/ the Comforts of Home!,4430421,Landmark,,Downtown/Civic Center,37.78424,-122.41621,Entire home/apt,89,30,1,7/28/2018,0.03,144,173,0,
22704895,Cozy Private Master Suite & Bath + Parking,99664272,Monita,,Outer Mission,37.71417,-122.45035,Private room,80,30,2,8/12/2018,0.05,4,173,0,
22705767,"Quiet, private sanctuary in great Mission 'hood!",9130610,Mark,,Mission,37.75897,-122.40933,Private room,100,4,42,12/15/2019,0.99,2,0,0,STR-0004894
22706387,Modern Bernal / Mission 1 bedroom,117615,Christina,,Bernal Heights,37.74225,-122.42225,Entire home/apt,235,30,37,9/2/2019,1.14,1,152,0,City registration pending
22706971,Bay View!,1583279,Jordan,,Financial District,37.79431,-122.39303,Entire home/apt,2000,31,0,,,1,0,0,
22718099,Alice & Michael's Airbnb 1-Bedroom Suite,167608343,Alice,,Outer Sunset,37.75932,-122.49847,Entire home/apt,138,3,143,3/1/2020,3.58,1,251,0,STR-0002757
22737945,Standard Room in Victorian House - Russian Hill,158369175,Ejlam,,Russian Hill,37.80217,-122.4233,Private room,93,30,3,7/31/2018,0.11,7,352,0,
22738026,Standard Room in Victorian House in Russian Hill,158369175,Ejlam,,Russian Hill,37.80126,-122.42316,Private room,89,30,7,8/6/2021,0.18,7,348,2,
22764131,Castro / Corona Heights Charmer with a View (3 bd),163243187,Bryan,,Castro/Upper Market,37.76182,-122.44351,Entire home/apt,499,3,61,10/19/2021,1.81,2,169,15,STR-0003000
22768632,"New, modern and private Cole Valley Jr 1 bed",40963718,Blythe,,Haight Ashbury,37.76575,-122.44912,Entire home/apt,100,30,10,8/15/2021,0.32,1,299,3,
22773184,Charming Remodeled Top Floor Studio w/ VIEWS!,4430421,Landmark,,Downtown/Civic Center,37.78605,-122.41613,Entire home/apt,91,30,0,,,144,172,0,
22792806,Serene Studio in Great Location,1892430,Jan,,Pacific Heights,37.79085,-122.43529,Entire home/apt,89,30,4,8/7/2021,0.18,29,309,2,
22792828,The Castle Retreat House,130921045,Paul,,Bayview,37.73534,-122.39224,Entire home/apt,1200,2,4,10/25/2020,0.69,3,324,1,pending
22793002,Sublime Ocean Views,1892430,Jan,,Outer Richmond,37.77596,-122.50838,Entire home/apt,108,30,0,,,29,302,0,
22793232,Economic Unit at the Center of Everything,1892430,Jan,,North Beach,37.80106,-122.40865,Entire home/apt,165,30,3,11/11/2019,0.08,29,63,0,
22800066,Charming Edwardian Castro District 1BR Apartment,51158145,Adelheid,,Castro/Upper Market,37.75961,-122.43203,Entire home/apt,135,30,13,10/2/2021,0.31,1,273,2,
22815676,Charming 1x1 in Hip Mission/Dolores!,4430421,Landmark,,Mission,37.75423,-122.42412,Entire home/apt,118,30,1,7/31/2021,0.32,144,176,1,
22829352,Nice cozy room in the heart of San Francisco,168755616,George,,Mission,37.75408,-122.40963,Private room,46,31,10,8/1/2021,0.29,2,206,2,
22831677,*Amazing Dogpatch Condo. Parking & Gym*. Top Floor,167968022,Jin,,Potrero Hill,37.76097,-122.39152,Entire home/apt,125,30,7,10/17/2021,0.21,1,262,4,
22869439,"Spacious, Remodeled 3BR/2.5B Home w/ Free Parking",5326196,Mila,,Inner Sunset,37.75296,-122.45725,Entire home/apt,379,3,3,8/30/2019,0.11,1,0,0,STR-0003971
22886185,"Spacious and Bright Apartment, great location!",9632192,Lynn,,Western Addition,37.77317,-122.42439,Entire home/apt,90,30,8,9/1/2021,0.21,12,154,5,
22903941,Italianate Victorian 2 BR + Office & Den Nob Hill,13832870,International,,Nob Hill,37.793,-122.41656,Entire home/apt,206,30,1,11/9/2019,0.04,18,290,0,
22904891,"Garden courtyard, Professional apt, live/work",16338882,Judy,,Mission,37.76563,-122.40846,Entire home/apt,110,30,11,8/13/2021,0.3,1,51,3,STR-0003534
22906854,Mission Studio  w/ Character & Charm,4430421,Landmark,,Mission,37.76397,-122.41818,Entire home/apt,89,30,1,4/21/2018,0.02,144,113,0,
22908548,Light-Filled Mission Studio!,4430421,Landmark,,Mission,37.7661,-122.41761,Entire home/apt,89,30,1,4/15/2018,0.02,144,113,0,
22944965,NOPA Victorian Apartment 2BED/2BATH,38836,Bernat,,Haight Ashbury,37.77396,-122.43931,Entire home/apt,132,30,6,9/18/2021,0.14,29,335,3,
22946959,Haight-Ashbury Studio apt#8 Wi-Fi kitchen W/D,110078968,Ahmed,,Haight Ashbury,37.77062,-122.44481,Entire home/apt,68,30,11,8/8/2021,0.45,10,176,2,
22970151,Artistic 1BR Apartment in Beautiful Russian Hill,168622682,Ceri,,Russian Hill,37.79731,-122.42157,Entire home/apt,154,30,31,10/3/2021,0.69,1,134,7,City Registration Pending (BAN: 1082749﻿)
22972604,Beautiful Private Crocker Suite near Mission St.,82893050,Nataly,,Crocker Amazon,37.71122,-122.43705,Entire home/apt,100,3,2,7/31/2021,0.05,1,89,1,STR-0003278
22981152,Convenient light-filled apartment with view,3676663,Catherine Marie,,Bernal Heights,37.74043,-122.41977,Entire home/apt,150,30,1,6/28/2018,0.02,2,358,0,
22989582,5bc UCSF/GG Park Quality private Rm w/shared bath,62034618,Ting Ting,,Outer Sunset,37.76483,-122.47945,Private room,50,30,7,1/30/2020,0.31,21,89,0,
23004848,Well Appointed Studio Next to Hilton SF,4430421,Landmark,,Downtown/Civic Center,37.786,-122.4107,Entire home/apt,79,30,3,8/12/2019,0.1,144,149,0,
23004935,Red Victorian - Private room -  Rainbow Room,117141107,Zarinah,,Haight Ashbury,37.76944,-122.44992,Hotel room,120,1,69,3/8/2020,1.99,43,0,0,1003249
23020140,SAN FRANCISCO BOUTIQUE HOTEL-SLEEPS 4,64646820,Michelle,,Downtown/Civic Center,37.77964,-122.42111,Private room,162,3,23,1/11/2019,0.54,38,27,0,License not needed per OSTR
23025299,"【A】Comfy,Separate Entrance&Private Bath Guest Room",170765678,Rachel,,Outer Mission,37.71142,-122.45008,Private room,76,2,199,10/16/2021,4.54,2,316,24,STR-0002897
23087617,4BR/2BA Remodeled Home in the ❤️ of The Castro!,2711732,Keith,,Castro/Upper Market,37.75908,-122.43516,Entire home/apt,986,2,4,6/14/2021,0.11,4,278,1,STR-0003837
23095049,Remodeled Master Suite in the ❤️ of The Castro,2711732,Keith,,Castro/Upper Market,37.75923,-122.43522,Private room,173,1,55,10/25/2021,1.27,4,79,8,STR-0003837
23106655,Potrero Hill Sunset Retreat,170427853,Al,,Potrero Hill,37.75588,-122.39937,Entire home/apt,139,30,21,5/3/2021,0.46,1,177,3,City registration pending
23121061,Large & Bright Room in the ❤️ of The Castro,2711732,Keith,,Castro/Upper Market,37.76011,-122.4346,Private room,129,1,61,10/10/2021,1.34,4,354,9,STR-0003837
23147212,Beautiful Room in Outer Richmond!,56398946,Marcia,,Outer Richmond,37.77856,-122.50215,Private room,71,1,190,3/16/2020,4.87,3,291,0,pending
23147423,Designer Single Family Home,172003832,Sylvia,,Glen Park,37.73491,-122.43271,Entire home/apt,215,30,1,7/3/2021,0.24,1,155,1,
23147806,Roaring 20s original.  (1917 Classic SF home),172043251,Peter,,Mission,37.74795,-122.42423,Private room,84,2,37,10/11/2021,1.43,3,165,7,STR-0004384
23150717,Live like you own Church street in SF,100672984,Roberto,,Castro/Upper Market,37.76249,-122.42926,Entire home/apt,183,2,100,10/24/2021,4.88,3,80,44,STR-0004922
23165203,Gorgeous San Francisco View Home,60283024,Jessica,,Marina,37.79638,-122.4388,Entire home/apt,750,4,3,8/19/2019,0.08,1,0,0,STR-0003692
23179561,Studio At Donatello Hotel near Union Square,47514427,Jeffrey & Susan & Bryce,,Downtown/Civic Center,37.78787,-122.4104,Private room,187,2,19,3/5/2020,0.43,36,56,0,License not needed per OSTR
23184048,Bright & Lovely Remodeled 1x1 in Downtown SF,4430421,Landmark,,Downtown/Civic Center,37.78621,-122.41622,Entire home/apt,105,30,1,5/13/2018,0.02,144,151,0,
23204343,Private Windsor Terrace Guest Suite,172548751,Alex,,Inner Sunset,37.75841,-122.46508,Private room,65,30,3,8/25/2019,0.08,1,179,0,
23205030,Modern 2BR2BA ☀️ Sunny Yard ☀️ 55”TV A+WiFi ☀️Laundry,6017407,Ethan,,Bayview,37.72978,-122.40149,Entire home/apt,100,30,6,10/15/2021,0.18,3,131,2,
23209264,"Relaxing and private, with views!",23741447,Linda,,Bayview,37.73304,-122.38619,Entire home/apt,96,2,226,10/20/2021,6.2,2,34,49,STR-0003198
23215586,Dogpatch Loft,172659027,Bina,,South of Market,37.76968,-122.38952,Entire home/apt,300,183,0,,,1,0,0,
23217998,Business Ready in the ❤️ of The Castro ❤️ W/D,2711732,Keith,,Castro/Upper Market,37.76078,-122.43386,Private room,104,1,64,10/25/2021,1.43,4,150,12,STR-0003837
23218751,Charming room in the Heart of San Francisco.,168755616,George,,Mission,37.7525,-122.41123,Private room,66,31,6,8/11/2019,0.14,2,262,0,
23222043,.Spacious Hayes Valley Apartment,9632192,Lynn,,Western Addition,37.77317,-122.42439,Entire home/apt,90,30,8,10/16/2021,0.26,12,300,2,
23230950,Stunningly Elegant Victorian,4152894,Gena And Jon,,Haight Ashbury,37.7697,-122.44315,Private room,130,3,28,10/17/2021,21.54,2,165,6,STR-0003949
23235919,San Fran Gem / great location/ 3plus BR/ 2.5 Bath,55485389,Trish,,Glen Park,37.73776,-122.43784,Entire home/apt,400,3,5,12/1/2019,0.12,1,37,0,STR-0003051
23240184,"【B】Comfy,Separate Entrance&Private Bath Guest Room",170765678,Rachel,,Outer Mission,37.71285,-122.45034,Private room,79,2,169,10/1/2021,4.3,2,348,22,STR-0002897
23255383,Quiet & private master in the heart of Noe Valley,3596929,Paul,,Noe Valley,37.75072,-122.43566,Private room,110,3,67,11/26/2020,1.56,1,0,1,STR-0004503
23269859,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78777,-122.40677,Private room,189,1,5,6/1/2019,0.21,63,283,0,1083521
23271162,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78651,-122.40915,Private room,189,1,5,5/20/2019,0.17,63,283,0,1083521
23271377,Stratford Cozy Queen,173206762,Stratford,,Downtown/Civic Center,37.78669,-122.40882,Hotel room,999,1,7,2/24/2020,0.29,63,283,0,1083521
23271459,Stratford Cozy Cool Queen,173206762,Stratford,,Downtown/Civic Center,37.78745,-122.40714,Hotel room,189,1,3,5/23/2019,0.14,63,283,0,1083521
