id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,host_days_active,time_since_first_review,time_since_last_review
41178584,2013-05-18,within a few hours,100%,1,1,1,1,Potrero Hill,Other,Entire home/apt,2,1 bath,1.0,,$125.00 ,30,1125,1,10,26,301,3,2021-07-16,5.0,5.0,5.0,5.0,5.0,5.0,4.67,,0,1,1,0,0,2206.0,nan,nan
41179391,2016-04-11,,unknown,0,0,0,0,Ocean View,Other,Entire home/apt,4,1 bath,2.0,2.0,$189.00 ,3,15,0,0,0,0,1,2020-11-29,5.0,5.0,4.0,5.0,5.0,5.0,5.0,pending,0,1,1,0,0,1147.0,nan,nan
41190385,2016-12-16,within an hour,100%,0,1987,1987,1,Financial District,House,Entire home/apt,4,2 baths,2.0,2.0,$383.00 ,30,1125,0,0,0,176,0,,,,,,,,,,1,154,154,0,0,898.0,nan,nan
41209658,2017-03-24,within an hour,100%,1,0,0,1,Excelsior,Other,Private room,2,1 shared bath,1.0,1.0,$46.00 ,30,90,0,0,0,0,2,2020-03-06,4.0,4.0,4.5,4.0,2.5,3.5,3.0,,0,3,0,3,0,800.0,nan,nan
41212649,2015-10-01,within an hour,100%,1,11,11,0,Seacliff,Other,Private room,1,1 shared bath,1.0,1.0,$49.00 ,30,1125,0,10,40,220,0,,,,,,,,,,0,4,0,4,0,1340.0,nan,nan
41231978,2016-06-02,,unknown,0,1,1,1,Nob Hill,Other,Entire home/apt,6,2.5 baths,5.0,6.0,$325.00 ,60,1125,0,0,0,0,0,,,,,,,,,,0,1,1,0,0,1095.0,nan,nan
41233987,2016-07-18,,unknown,1,19,19,1,Downtown/Civic Center,Other,Entire home/apt,4,1 bath,1.0,2.0,$495.00 ,4,4,0,0,0,0,0,,,,,,,,,License not needed per OSTR,1,8,8,0,0,1049.0,nan,nan
41245212,2014-10-20,within an hour,100%,1,3,3,0,Bayview,Other,Private room,2,1.5 baths,1.0,1.0,$60.00 ,30,360,0,20,50,139,1,2021-09-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0,3,0,3,0,1686.0,nan,nan
41273853,2013-09-21,within a few hours,100%,0,1,1,1,Western Addition,Other,Private room,1,1 private bath,1.0,1.0,$65.00 ,30,1125,0,5,27,116,3,2021-08-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0,1,0,1,0,2080.0,nan,nan
41276735,2018-10-26,within an hour,100%,1,4,4,1,Ocean View,Other,Private room,2,1 shared bath,1.0,1.0,$88.00 ,3,12,24,54,84,174,9,2020-01-25,5.0,5.0,5.0,5.0,5.0,5.0,4.78,STR-0004692,0,3,1,2,0,219.0,nan,nan
41320010,2015-06-28,,unknown,0,1,1,1,Western Addition,Other,Private room,2,2 shared baths,1.0,1.0,$94.00 ,60,60,29,59,89,364,0,,,,,,,,,,1,1,0,1,0,1435.0,nan,nan
41328553,2019-04-12,,unknown,0,0,0,0,Outer Sunset,Other,Shared room,2,1 shared bath,1.0,2.0,$45.00 ,30,180,30,60,90,180,1,2021-08-02,1.0,1.0,3.0,1.0,1.0,3.0,3.0,,1,1,0,0,1,51.0,nan,nan
41342042,2013-08-21,a few days or more,0-49%,0,2,2,1,Bayview,Other,Private room,2,1.5 shared baths,1.0,1.0,$55.00 ,30,1125,30,60,90,90,0,,,,,,,,,,0,2,0,2,0,2111.0,nan,nan
41350491,2012-12-17,within a few hours,90-99%,1,92,92,1,Mission,House,Entire home/apt,3,1 bath,1.0,1.0,$118.00 ,30,150,0,29,59,239,2,2021-03-29,4.0,4.5,5.0,5.0,4.0,5.0,4.0,,0,144,143,1,0,2358.0,nan,nan
41353320,2016-04-20,,unknown,0,0,0,1,South of Market,House,Entire home/apt,3,1.5 baths,1.0,,$200.00 ,30,1125,0,0,0,0,0,,,,,,,,,,0,1,1,0,0,1138.0,nan,nan
41375350,2016-11-11,a few days or more,0-49%,0,1,1,1,Russian Hill,House,Entire home/apt,5,2 baths,2.0,2.0,$207.00 ,30,1125,0,0,23,23,0,,,,,,,,,,0,1,1,0,0,933.0,nan,nan
41393913,2015-11-07,within an hour,100%,1,0,0,1,Haight Ashbury,Other,Private room,2,1 private bath,1.0,2.0,$155.00 ,2,10,12,42,71,71,43,2020-02-28,4.91,4.93,4.98,5.0,4.95,4.93,4.86,STR-0004257,1,1,0,1,0,1303.0,nan,nan
41394679,2015-08-12,,unknown,0,1,1,1,Potrero Hill,Other,Private room,4,2 shared baths,2.0,4.0,$155.00 ,30,1125,0,0,0,0,0,,,,,,,,,,0,1,0,1,0,1390.0,nan,nan
41395731,2016-03-07,within a few hours,100%,0,22,22,1,Outer Sunset,House,Entire home/apt,5,2 baths,2.0,3.0,$110.00 ,30,180,27,57,87,362,1,2021-08-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0,21,5,16,0,1182.0,nan,nan
41408506,2012-12-17,within a few hours,90-99%,1,92,92,1,Mission,House,Entire home/apt,2,1 bath,,1.0,$90.00 ,30,150,0,0,23,113,0,,,,,,,,,,0,144,143,1,0,2358.0,nan,nan
41411685,2020-01-08,within a few hours,90-99%,0,4,4,1,Outer Sunset,Other,Private room,1,1 shared bath,1.0,1.0,$45.00 ,30,1125,9,39,69,159,0,,,,,,,,,STR-0007321,0,4,0,4,0,-220.0,nan,nan
41412505,2020-01-08,within a few hours,90-99%,0,4,4,1,Outer Sunset,Other,Private room,1,1 shared bath,1.0,1.0,$43.00 ,30,1125,2,28,58,59,2,2021-04-19,3.5,4.0,2.5,5.0,5.0,4.5,3.0,,0,4,0,4,0,-220.0,nan,nan
41415290,2014-08-29,within a few hours,90-99%,1,157,157,1,Downtown/Civic Center,Other,Private room,4,1 bath,,2.0,$169.00 ,2,1125,8,8,8,8,21,2020-03-03,4.95,5.0,4.95,4.85,5.0,5.0,4.9,License not needed per OSTR,0,10,2,8,0,1738.0,nan,nan
41430833,2011-10-06,within an hour,100%,0,26,26,1,Noe Valley,Other,Entire home/apt,3,1 bath,2.0,2.0,$124.00 ,30,360,0,0,0,124,1,2020-04-05,4.0,5.0,5.0,5.0,4.0,5.0,2.0,,0,23,23,0,0,2796.0,nan,nan
41431867,2017-06-29,,unknown,0,0,0,0,West of Twin Peaks,Other,Entire home/apt,5,1 bath,2.0,3.0,$250.00 ,1,1125,1,21,51,51,6,2020-03-12,4.83,4.67,5.0,4.83,4.83,5.0,4.83,STR-0003420,0,1,1,0,0,703.0,nan,nan
41432929,2016-05-02,,unknown,0,2,2,0,Mission,Other,Entire home/apt,6,1 bath,4.0,3.0,$333.00 ,30,720,0,0,0,29,0,,,,,,,,,,0,1,1,0,0,1126.0,nan,nan
41434411,2012-12-17,within a few hours,90-99%,1,92,92,1,Mission,House,Entire home/apt,2,1 bath,,1.0,$89.00 ,30,150,0,0,23,113,1,2021-06-15,4.0,5.0,5.0,5.0,5.0,4.0,4.0,,0,144,143,1,0,2358.0,nan,nan
41451656,2012-12-05,within an hour,100%,0,0,0,1,Mission,Other,Private room,2,1.5 baths,1.0,1.0,$190.00 ,30,1125,28,58,88,363,0,,,,,,,,,,0,3,0,3,0,2370.0,nan,nan
41451924,2012-12-05,within an hour,100%,0,0,0,1,Mission,Other,Private room,2,1.5 baths,1.0,1.0,$140.00 ,30,1125,28,58,88,363,0,,,,,,,,,,0,3,0,3,0,2370.0,nan,nan
41452888,2014-08-19,,unknown,1,1,1,1,North Beach,House,Entire home/apt,4,1 bath,2.0,2.0,$170.00 ,30,60,0,0,0,0,1,2020-02-17,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,1,1,1,0,0,1748.0,nan,nan
41459481,2012-12-17,within a few hours,90-99%,1,92,92,1,Mission,House,Entire home/apt,2,1 bath,,1.0,$88.00 ,30,150,0,0,23,113,0,,,,,,,,,,0,144,143,1,0,2358.0,nan,nan
41477788,2016-02-09,,unknown,0,1,1,1,Ocean View,House,Entire home/apt,4,1 bath,2.0,2.0,$130.00 ,30,90,0,0,15,290,0,,,,,,,,,1114750,0,1,1,0,0,1209.0,nan,nan
41501052,2015-04-16,within an hour,100%,0,2,2,1,Castro/Upper Market,House,Entire home/apt,2,1 bath,1.0,1.0,$204.00 ,5,30,8,24,40,315,7,2020-02-28,4.71,4.57,4.71,4.86,4.86,5.0,4.57,pending,0,1,1,0,0,1508.0,nan,nan
41502513,2011-08-31,,unknown,1,0,0,1,Potrero Hill,Other,Private room,2,1 private bath,1.0,1.0,$105.00 ,2,8,0,0,0,0,8,2020-01-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-0001806,0,2,0,2,0,2832.0,nan,nan
41504040,2012-07-03,,unknown,0,0,0,1,Potrero Hill,Other,Private room,1,1 bath,1.0,1.0,$70.00 ,80,100,0,0,0,0,0,,,,,,,,,,1,1,0,1,0,2525.0,nan,nan
41530020,2019-05-16,within an hour,100%,0,76,76,1,Downtown/Civic Center,Other,Entire home/apt,4,1 bath,1.0,1.0,$250.00 ,3,5,0,0,0,0,0,,,,,,,,,License not needed per OSTR,1,79,58,21,0,17.0,nan,nan
41530033,2019-05-16,within an hour,100%,0,76,76,1,Downtown/Civic Center,Other,Private room,4,1 private bath,1.0,1.0,$250.00 ,3,5,0,0,0,0,0,,,,,,,,,License not needed per OSTR,1,79,58,21,0,17.0,nan,nan
41530067,2019-05-16,within an hour,100%,0,76,76,1,Downtown/Civic Center,House,Entire home/apt,4,1 bath,1.0,1.0,$250.00 ,3,5,0,0,0,0,0,,,,,,,,,License not needed per OSTR,1,79,58,21,0,17.0,nan,nan
41531104,2018-01-06,,unknown,0,0,0,0,Western Addition,Other,Private room,3,1 shared bath,1.0,3.0,$90.00 ,30,1125,30,60,90,270,0,,,,,,,,,,0,2,0,2,0,512.0,nan,nan
41531866,2018-01-06,,unknown,0,0,0,0,Western Addition,Other,Private room,4,1 shared bath,1.0,2.0,$128.00 ,30,1125,30,60,90,270,0,,,,,,,,,,0,2,0,2,0,512.0,nan,nan
41538482,2020-01-13,within an hour,100%,1,3,3,1,Outer Sunset,Other,Private room,4,1 private bath,1.0,2.0,$70.00 ,30,60,0,10,40,130,6,2020-11-09,5.0,5.0,5.0,5.0,5.0,4.83,5.0,166,1,4,0,4,0,-225.0,nan,nan
41538612,2020-01-13,within an hour,100%,1,3,3,1,Outer Sunset,Other,Private room,4,1 private bath,1.0,2.0,$75.00 ,30,120,0,0,30,120,4,2020-11-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1,4,0,4,0,-225.0,nan,nan
41538628,2020-01-13,within an hour,100%,1,3,3,1,Outer Sunset,Other,Private room,1,1 private bath,1.0,1.0,$70.00 ,30,30,0,8,24,114,4,2020-03-06,5.0,4.75,5.0,5.0,5.0,4.5,4.5,,1,4,0,4,0,-225.0,nan,nan
41544562,2019-11-15,within an hour,50-89%,0,6,6,1,North Beach,Other,Private room,2,1 private bath,1.0,1.0,$152.00 ,1,1125,11,31,53,311,2,2021-05-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,License not needed per OSTR,1,7,0,7,0,-166.0,nan,nan
41544566,2019-11-15,within an hour,50-89%,0,6,6,1,North Beach,Other,Private room,2,1 private bath,1.0,1.0,$182.00 ,1,1125,24,52,80,353,3,2021-02-15,4.33,5.0,5.0,4.0,4.67,5.0,4.67,License not needed per OSTR,1,7,0,7,0,-166.0,nan,nan
41544570,2019-11-15,within an hour,50-89%,0,6,6,1,North Beach,Other,Private room,2,1 private bath,1.0,1.0,$203.00 ,1,1125,19,45,72,339,13,2020-11-14,4.62,4.77,4.85,4.31,4.54,5.0,4.62,License not needed per OSTR,1,7,0,7,0,-166.0,nan,nan
41544571,2019-11-15,within an hour,50-89%,0,6,6,1,North Beach,Other,Private room,2,1 private bath,1.0,1.0,$162.00 ,1,1125,22,49,75,348,4,2021-05-19,4.0,4.75,4.75,4.25,4.0,4.75,4.0,License not needed per OSTR,1,7,0,7,0,-166.0,nan,nan
41544572,2019-11-15,within an hour,50-89%,0,6,6,1,North Beach,Other,Private room,2,1 private bath,1.0,1.0,$172.00 ,1,1125,27,57,85,358,6,2021-01-03,4.5,5.0,4.83,4.83,4.83,5.0,4.17,License not needed per OSTR,1,7,0,7,0,-166.0,nan,nan
41544575,2019-11-15,within an hour,50-89%,0,6,6,1,North Beach,Other,Private room,2,1 private bath,1.0,1.0,$162.00 ,1,1125,17,39,66,339,6,2021-05-01,4.83,4.83,5.0,5.0,4.83,5.0,4.5,License not needed per OSTR,1,7,0,7,0,-166.0,nan,nan
41544912,2019-11-15,within an hour,50-89%,0,6,6,1,North Beach,Other,Private room,2,1 private bath,1.0,2.0,$172.00 ,1,1125,19,34,62,328,3,2021-04-14,4.67,4.33,4.67,4.0,4.67,5.0,4.33,License not needed per OSTR,1,7,0,7,0,-166.0,nan,nan
41545776,2019-11-19,,unknown,0,0,0,1,Mission,Other,Private room,2,1 shared bath,1.0,1.0,$90.00 ,1,1125,27,57,87,362,3,2021-06-05,4.33,5.0,4.67,5.0,4.67,4.0,4.33,License not needed per OSTR,1,4,0,4,0,-170.0,nan,nan
41545787,2019-11-19,,unknown,0,0,0,1,Mission,Other,Private room,2,1 shared bath,1.0,1.0,$95.00 ,1,1125,27,53,81,356,10,2020-06-14,4.4,4.8,4.9,4.8,4.5,4.0,4.3,License not needed per OSTR,1,4,0,4,0,-170.0,nan,nan
41545799,2019-11-19,,unknown,0,0,0,1,Mission,Other,Private room,2,1 shared bath,1.0,1.0,$87.00 ,1,1125,29,59,89,364,14,2020-02-25,4.86,4.79,5.0,4.86,4.86,4.14,4.57,License not needed per OSTR,1,4,0,4,0,-170.0,nan,nan
41545815,2019-11-19,,unknown,0,0,0,1,Mission,Other,Private room,2,1 shared bath,1.0,1.0,$137.00 ,1,1125,17,44,72,345,70,2020-12-29,4.76,4.81,4.89,4.79,4.87,4.4,4.67,License not needed per OSTR,1,4,0,4,0,-170.0,nan,nan
41560505,2013-05-05,within an hour,50-89%,0,2,2,1,Mission,House,Entire home/apt,2,1 bath,,1.0,$195.00 ,3,1125,0,17,42,42,8,2021-08-17,4.88,4.75,5.0,5.0,5.0,5.0,4.25,pending,0,2,2,0,0,2219.0,nan,nan
41560862,2012-10-25,,unknown,1,7,7,1,Western Addition,House,Entire home/apt,2,1 bath,,,$90.00 ,30,1125,1,4,4,251,6,2020-05-31,5.0,5.0,4.67,5.0,5.0,5.0,4.83,,0,6,6,0,0,2411.0,nan,nan
41568943,2019-07-30,within an hour,100%,0,0,0,1,Outer Mission,Other,Private room,2,1 private bath,1.0,1.0,$89.00 ,1,29,30,60,90,90,8,2020-07-31,4.25,4.25,4.38,5.0,4.38,4.5,4.25,STR-0004581,1,1,0,1,0,-58.0,nan,nan
41569652,2020-01-13,within an hour,100%,1,3,3,1,Outer Sunset,Other,Private room,3,1 private bath,1.0,2.0,$73.00 ,30,90,26,56,86,86,4,2021-04-14,5.0,5.0,5.0,5.0,5.0,4.75,5.0,City registration pending,1,4,0,4,0,-225.0,nan,nan
41570854,2015-07-17,,unknown,0,3,3,1,Inner Sunset,Other,Private room,2,1 private bath,1.0,1.0,$59.00 ,30,150,1,30,60,150,5,2021-05-02,4.8,5.0,4.8,5.0,5.0,4.6,4.6,,0,3,2,1,0,1416.0,nan,nan
41571636,2015-12-24,within a few hours,100%,1,4,4,1,Downtown/Civic Center,Other,Entire home/apt,4,1 bath,,2.0,$144.00 ,2,30,5,5,5,5,9,2020-03-06,5.0,4.89,5.0,4.89,5.0,5.0,4.89,License not needed per OSTR,0,12,12,0,0,1256.0,nan,nan
41591955,2016-05-06,within an hour,100%,1,140,140,1,Downtown/Civic Center,Other,Entire home/apt,3,1 bath,,2.0,$75.00 ,1,7,0,0,2,7,2,2020-02-28,5.0,5.0,5.0,5.0,5.0,5.0,4.5,License not needed per OSTR,1,57,57,0,0,1122.0,nan,nan
41592902,2013-09-27,within a few hours,100%,0,20,20,1,Outer Mission,Other,Entire home/apt,4,3 baths,3.0,5.0,$119.00 ,30,1125,0,0,15,290,2,2020-03-04,4.0,3.0,4.5,4.0,4.0,4.0,4.0,,0,12,10,2,0,2074.0,nan,nan
41593366,2011-08-18,within an hour,100%,1,19,19,1,Inner Sunset,Other,Entire home/apt,2,1 bath,1.0,1.0,$130.00 ,3,180,0,0,0,0,10,2020-02-09,4.9,5.0,5.0,5.0,4.9,4.6,4.8,STR-0004642,0,16,16,0,0,2845.0,nan,nan
41616624,2017-10-31,within an hour,100%,1,1,1,1,Potrero Hill,Other,Entire home/apt,4,1 bath,2.0,2.0,$155.00 ,30,90,0,0,0,62,2,2020-08-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0,2,2,0,0,579.0,nan,nan
41630017,2020-01-17,within an hour,100%,1,0,0,1,Chinatown,Other,Entire home/apt,6,1.5 baths,2.0,3.0,$538.00 ,2,29,30,57,82,172,41,2020-02-03,4.95,5.0,4.95,4.98,4.95,4.88,4.71,STR-0004403,0,1,1,0,0,-229.0,nan,nan
41642201,2016-01-20,within an hour,100%,1,1,1,1,Mission,Other,Entire home/apt,3,1 bath,1.0,2.0,$99.00 ,30,90,0,0,15,290,0,,,,,,,,,,0,1,1,0,0,1229.0,nan,nan
41649131,2020-01-18,a few days or more,0-49%,0,0,0,0,Marina,Other,Entire home/apt,4,1 bath,1.0,2.0,$150.00 ,30,1125,25,25,25,145,7,2020-02-28,5.0,5.0,4.86,5.0,5.0,5.0,4.71,1110869,1,1,1,0,0,-230.0,nan,nan
41685917,2018-11-19,within an hour,100%,1,48,48,1,Excelsior,Other,Entire home/apt,9,2 baths,4.0,5.0,$349.00 ,30,120,0,0,0,0,1,2020-03-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0,7,3,4,0,195.0,nan,nan
41690134,2013-04-07,within an hour,100%,1,2,2,1,Downtown/Civic Center,Other,Entire home/apt,4,1 bath,1.0,2.0,$699.00 ,3,4,0,0,3,11,1,2020-02-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,License not needed per OSTR,1,20,18,2,0,2247.0,nan,nan
41691063,2013-04-07,within an hour,100%,1,2,2,1,Downtown/Civic Center,Other,Entire home/apt,4,1 bath,1.0,1.0,$699.00 ,3,4,0,0,3,11,1,2020-02-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,License not needed per OSTR,1,20,18,2,0,2247.0,nan,nan
41698319,2016-12-16,within an hour,100%,0,1987,1987,1,Western Addition,House,Entire home/apt,2,1 bath,,1.0,$202.00 ,30,1125,0,0,10,285,1,2020-05-31,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,1,154,154,0,0,898.0,nan,nan
41698721,2016-12-16,within an hour,100%,0,1987,1987,1,Downtown/Civic Center,House,Entire home/apt,4,2 baths,2.0,2.0,$435.00 ,30,1125,0,0,0,0,0,,,,,,,,,,1,154,154,0,0,898.0,nan,nan
41706375,2019-05-16,within an hour,100%,0,76,76,1,Downtown/Civic Center,House,Entire home/apt,4,1 bath,1.0,1.0,$250.00 ,3,5,0,0,11,286,0,,,,,,,,,License not needed per OSTR,1,79,58,21,0,17.0,nan,nan
41714021,2012-04-15,within an hour,100%,1,14,14,1,Bayview,Other,Private room,2,1 shared bath,1.0,1.0,$55.00 ,30,180,19,49,79,354,4,2020-08-04,4.75,4.75,5.0,5.0,5.0,4.75,4.5,,1,6,3,3,0,2604.0,nan,nan
41743434,2019-05-16,within an hour,100%,0,76,76,1,Downtown/Civic Center,House,Entire home/apt,4,1 bath,1.0,1.0,$250.00 ,3,5,0,0,0,0,0,,,,,,,,,License not needed per OSTR,1,79,58,21,0,17.0,nan,nan
41743449,2019-05-16,within an hour,100%,0,76,76,1,Downtown/Civic Center,House,Entire home/apt,4,1 bath,1.0,1.0,$250.00 ,3,5,0,0,10,285,0,,,,,,,,,License not needed per OSTR,1,79,58,21,0,17.0,nan,nan
41743454,2019-05-16,within an hour,100%,0,76,76,1,Downtown/Civic Center,House,Entire home/apt,4,1 bath,1.0,1.0,$250.00 ,3,5,0,0,0,0,0,,,,,,,,,License not needed per OSTR,1,79,58,21,0,17.0,nan,nan
41743542,2019-05-16,within an hour,100%,0,76,76,1,Downtown/Civic Center,House,Entire home/apt,4,1 bath,1.0,1.0,$250.00 ,3,5,0,0,0,0,0,,,,,,,,,License not needed per OSTR,1,79,58,21,0,17.0,nan,nan
41743568,2019-05-16,within an hour,100%,0,76,76,1,Downtown/Civic Center,House,Entire home/apt,4,1 bath,1.0,2.0,$250.00 ,3,5,0,0,0,0,1,2021-10-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,License not needed per OSTR,1,79,58,21,0,17.0,nan,nan
41743578,2019-05-16,within an hour,100%,0,76,76,1,Downtown/Civic Center,House,Entire home/apt,4,1 bath,1.0,2.0,$250.00 ,3,5,0,0,0,0,0,,,,,,,,,License not needed per OSTR,1,79,58,21,0,17.0,nan,nan
41772072,2013-06-19,,unknown,0,2,2,1,Visitacion Valley,Other,Entire home/apt,2,1 bath,1.0,1.0,$280.00 ,2,29,0,0,0,0,3,2020-02-08,5.0,5.0,5.0,5.0,5.0,5.0,4.67,STR-0004328,0,1,1,0,0,2174.0,nan,nan
41772614,2012-03-23,within a few hours,100%,1,6,6,1,Bernal Heights,Other,Private room,2,1.5 shared baths,1.0,1.0,$90.00 ,4,1125,0,0,0,0,0,,,,,,,,,STR-0004764,0,6,2,4,0,2627.0,nan,nan
41779722,2016-02-12,within a day,0-49%,0,3,3,1,Excelsior,Other,Entire home/apt,4,1 bath,2.0,2.0,$110.00 ,30,1125,0,22,52,232,0,,,,,,,,,,1,3,1,2,0,1206.0,nan,nan
41784672,2016-12-16,within an hour,100%,0,1987,1987,1,South of Market,House,Entire home/apt,4,2 baths,2.0,2.0,$228.00 ,30,1125,0,29,59,334,0,,,,,,,,,,1,154,154,0,0,898.0,nan,nan
41785573,2019-11-15,within an hour,90-99%,0,3,3,1,South of Market,Other,Private room,2,1 private bath,1.0,1.0,$118.00 ,1,1125,26,56,86,361,32,2021-09-25,4.5,4.44,4.63,4.84,4.81,4.53,4.53,License not needed per OSTR,1,4,0,4,0,-166.0,nan,nan
41785575,2019-11-15,within an hour,90-99%,0,3,3,1,South of Market,Other,Private room,2,1 private bath,1.0,1.0,$98.00 ,1,1125,29,59,89,364,4,2021-07-03,4.0,4.5,5.0,5.0,4.5,4.75,4.0,License not needed per OSTR,1,4,0,4,0,-166.0,nan,nan
41785579,2019-11-15,within an hour,90-99%,0,3,3,1,South of Market,Other,Private room,2,1 private bath,1.0,1.0,$108.00 ,1,1125,26,56,86,361,57,2021-05-26,4.32,4.44,4.54,4.65,4.53,4.65,4.33,License not needed per OSTR,1,4,0,4,0,-166.0,nan,nan
41785581,2019-11-15,within an hour,90-99%,0,3,3,1,South of Market,Other,Private room,2,1 private bath,1.0,2.0,$103.00 ,1,1125,26,56,86,361,9,2021-09-13,4.67,4.89,4.33,5.0,4.89,4.78,4.56,License not needed per OSTR,1,4,0,4,0,-166.0,nan,nan
41789520,2014-04-26,within an hour,100%,1,2,2,1,Castro/Upper Market,Other,Private room,2,1 private bath,1.0,1.0,$99.00 ,2,30,19,44,45,303,7,2020-03-01,4.71,4.71,4.86,5.0,5.0,4.86,4.71,STR-0003818,1,1,0,1,0,1863.0,nan,nan
41794102,2014-08-25,within a day,100%,0,2,2,1,Outer Mission,Other,Private room,1,1 shared bath,1.0,1.0,$70.00 ,5,28,28,58,88,363,7,2021-07-31,5.0,5.0,5.0,5.0,5.0,4.71,5.0,STR-0004866,0,1,0,1,0,1742.0,nan,nan
41798843,2020-01-23,,unknown,0,0,0,0,Mission,Other,Entire home/apt,4,2 baths,2.0,3.0,$125.00 ,30,1125,0,0,30,305,1,2020-11-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0,1,1,0,0,-235.0,nan,nan
41819493,2019-06-11,within a few hours,100%,0,75,75,1,Nob Hill,Other,Private room,2,5 shared baths,1.0,,$60.00 ,365,1125,30,60,90,365,0,,,,,,,,,,0,56,0,56,0,-9.0,nan,nan
41854828,2012-06-06,within an hour,100%,1,2,2,1,Bernal Heights,Other,Entire home/apt,3,1 bath,1.0,2.0,$141.00 ,30,90,25,36,36,36,11,2020-02-08,5.0,5.0,5.0,5.0,5.0,4.73,5.0,City registration pending,0,1,1,0,0,2552.0,nan,nan
41876282,2016-12-16,within an hour,100%,0,1987,1987,1,South of Market,House,Entire home/apt,4,2 baths,2.0,2.0,$288.00 ,30,1125,0,0,0,185,0,,,,,,,,,,1,154,154,0,0,898.0,nan,nan
41880418,2014-03-14,,unknown,1,0,0,1,Western Addition,Other,Entire home/apt,4,2 baths,2.0,2.0,$125.00 ,30,150,2,5,32,307,6,2020-09-28,4.17,4.33,4.17,4.33,4.33,4.33,4.33,,0,1,1,0,0,1906.0,nan,nan
41883655,2012-12-17,within a few hours,90-99%,1,92,92,1,Downtown/Civic Center,House,Entire home/apt,2,1 bath,,1.0,$83.00 ,30,1125,0,22,52,142,0,,,,,,,,,,0,144,143,1,0,2358.0,nan,nan
41886807,2014-10-01,within an hour,100%,0,2,2,1,Mission,Other,Entire home/apt,4,1 bath,2.0,2.0,$189.00 ,30,1125,0,21,51,326,6,2021-07-18,5.0,5.0,5.0,5.0,5.0,5.0,4.83,,0,1,1,0,0,1705.0,nan,nan
41886832,2016-06-24,within an hour,90-99%,0,21,21,1,Outer Richmond,Other,Entire home/apt,4,1 bath,2.0,2.0,$83.00 ,30,1125,29,46,46,46,0,,,,,,,,,,0,11,4,7,0,1073.0,nan,nan
41913203,2012-12-17,within a few hours,90-99%,1,92,92,1,Downtown/Civic Center,House,Entire home/apt,2,1 bath,,1.0,$87.00 ,30,1125,25,55,85,175,0,,,,,,,,,,0,144,143,1,0,2358.0,nan,nan
41913227,2015-11-08,within an hour,100%,1,2,2,1,Parkside,Other,Private room,2,1 shared bath,1.0,1.0,$75.00 ,1,60,0,17,47,47,48,2020-08-16,4.85,4.88,4.9,4.88,4.9,4.83,4.88,STR-0004553,1,3,0,3,0,1302.0,nan,nan
41913755,2012-12-17,within a few hours,90-99%,1,92,92,1,Mission,House,Entire home/apt,2,1 bath,,1.0,$90.00 ,30,150,22,22,45,135,0,,,,,,,,,,0,144,143,1,0,2358.0,nan,nan
41915866,2020-01-28,within a day,50-89%,0,0,0,0,Western Addition,House,Entire home/apt,4,1 bath,2.0,2.0,$140.00 ,30,365,18,48,78,168,0,,,,,,,,,,0,1,1,0,0,-240.0,nan,nan
41931183,2019-06-11,within a few hours,100%,0,75,75,1,Nob Hill,Other,Private room,2,4 shared baths,1.0,1.0,$50.00 ,365,1125,30,60,90,365,1,2021-09-07,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,0,56,0,56,0,-9.0,nan,nan
41931319,2019-06-11,within a few hours,100%,0,75,75,1,Nob Hill,Other,Private room,2,4 shared baths,1.0,1.0,$50.00 ,365,1125,30,60,90,365,0,,,,,,,,,,0,56,0,56,0,-9.0,nan,nan
41931392,2019-06-11,within a few hours,100%,0,75,75,1,Nob Hill,Other,Private room,2,4 baths,1.0,1.0,$50.00 ,365,1125,30,60,90,365,0,,,,,,,,,,0,56,0,56,0,-9.0,nan,nan
41932652,2019-06-20,within an hour,100%,1,0,0,1,Downtown/Civic Center,Other,Private room,2,1 bath,1.0,1.0,$179.00 ,1,28,0,0,0,0,0,,,,,,,,,License not needed per OSTR,1,4,0,4,0,-18.0,nan,nan
